paper_id,source_url,doi
08-ED-DOAN THI LOAN(56-66)008,https://doi.org/10.22144/ctu.jen.2018.008,10.22144/ctu.jen.2018.008
08-ED-DUONG DOAN TRANG(49-56),https://doi.org/10.22144/ctu.jen.2016.023,10.22144/ctu.jen.2016.023
08-ED-LE TRAN THANH LIEM(63-69)039,https://doi.org/10.22144/ctu.jen.2018.039,10.22144/ctu.jen.2018.039
08-ED-PHUONG HOANG YEN(57-64)039,https://doi.org/10.22144/ctu.jen.2019.039,10.22144/ctu.jen.2019.039
08-ED-TRAN THI THANH QUYEN(51-60)024,https://doi.org/10.22144/ctu.jen.2019.024,10.22144/ctu.jen.2019.024
08-ET-NGUYEN KIM CHUNG(52-58)024,https://doi.org/10.22144/ctu.jen.2018.024,10.22144/ctu.jen.2018.024
08-ET-NGUYEN NHUT TIEN(50-62),,
08-ET-NGUYEN VAN DAT(60-63)008,https://doi.org/10.22144/ctu.jen.2019.008,10.22144/ctu.jen.2019.008
08-FI-NGUYEN THI KIM MY(66-72)025,https://doi.org/10.22144/ctu.jen.2020.025,10.22144/ctu.jen.2020.025
08-FT-DUONG THI NGOC DIEP(58-65)041,https://doi.org/10.22144/ctu.jen.2021.041,10.22144/ctu.jen.2021.041
08-FT-DUONG THI NGOC DIEP(74-80)008,https://doi.org/10.22144/ctu.jen.2022.008,10.22144/ctu.jen.2022.008
08-NS-BUI THI BUU HUE(73-82)020,https://doi.org/10.22144/ctu.jen.2022.020,10.22144/ctu.jen.2022.020
08-NS-NGO QUOC LUAN(58-62)008,https://doi.org/10.22144/ctu.jen.2020.008,10.22144/ctu.jen.2020.008
08-NS-NGUYEN QUOC DUNG(53-59)016,https://doi.org/10.22144/ctu.jen.2020.016,10.22144/ctu.jen.2020.016
08-TRUONG MINH UT(61-68)031,https://doi.org/10.22144/ctu.jen.2021.031,10.22144/ctu.jen.2021.031
09-1156-DUONG TUAN ANH(69-79)324,https://doi.org/10.22144/ctujoisd.2024.324,10.22144/ctujoisd.2024.324
09-480-NS-NGUYEN THI HONG(71-78)009,https://doi.org/10.22144/ctu.jen.2023.009,10.22144/ctu.jen.2023.009
09-551-C-NGUYEN THI KHANH DOAN(68-78)022,https://doi.org/10.22144/ctu.jen.2023.022,10.22144/ctu.jen.2023.022
09-637-NGO TRUONG NGOC MAI(92-102)054,https://doi.org/10.22144/ctujoisd.2023.054,10.22144/ctujoisd.2023.054
09-656-HUYNH THI PHUONG LOAN(88-96)263,https://doi.org/10.22144/ctujoisd.2024.263,10.22144/ctujoisd.2024.263
09-702-LAM MINH DUNG(76-82)037,https://doi.org/10.22144/ctujoisd.2023.037,10.22144/ctujoisd.2023.037
09-808-PHAM HUU HA GIANG(58-63)282,https://doi.org/10.22144/ctujoisd.2024.282,10.22144/ctujoisd.2024.282
09-820-Dyanika P. Nolasco(85-95)294,https://doi.org/10.22144/ctujoisd.2024.294,10.22144/ctujoisd.2024.294
09-860-Oluwakemi Tovide(84-91)309,https://doi.org/10.22144/ctujoisd.2024.309,10.22144/ctujoisd.2024.309
09-AE-KIM LAVANE(80-86)009,https://doi.org/10.22144/ctu.jen.2017.009,10.22144/ctu.jen.2017.009
09-BE-DO TAN KHANG(63-70)44,https://doi.org/10.22144/ctu.jen.2016.044,10.22144/ctu.jen.2016.044
09-BE-NGUYEN MINH THUY(53-60),,
09-DE-NGUYEN QUANG TRUNG(71-77)009,https://doi.org/10.22144/ctu.jen.2021.009,10.22144/ctu.jen.2021.009
09-E10-NGUYEN HONG THAO(62-71)096,https://doi.org/10.22144/ctu.jsi.2018.096,10.22144/ctu.jsi.2018.096
09-ED-LE TRAN THANH LIEM(67-74)009,https://doi.org/10.22144/ctu.jen.2018.009,10.22144/ctu.jen.2018.009
09-EN-CHAU THI ANH THY(70-80)040,https://doi.org/10.22144/ctu.jen.2018.040,10.22144/ctu.jen.2018.040
09-ET-DOAN VAN HONG THIEN(63-68)028,https://doi.org/10.22144/ctu.jen.2017.028,10.22144/ctu.jen.2017.028
09-ET-LE THANH PHONG(65-74)040,https://doi.org/10.22144/ctu.jen.2019.040,10.22144/ctu.jen.2019.040
09-ET-NGO QUOC LUAN(57-60),https://doi.org/10.22144/ctu.jen.2016.024,10.22144/ctu.jen.2016.024
09-ET-NGUYEN TRUNG TRUC(63-68),,
09-ET-NGUYEN VAN DAT(61-68)025,https://doi.org/10.22144/ctu.jen.2019.025,10.22144/ctu.jen.2019.025
09-ET-TRAN THI BICH QUYEN(64-69)009,https://doi.org/10.22144/ctu.jen.2019.009,10.22144/ctu.jen.2019.009
09-FI-DINH XUAN HUNG(59-64)025,https://doi.org/10.22144/ctu.jen.2018.025,10.22144/ctu.jen.2018.025
09-FT-DUONG THI NGOC DIEP1(81-90)009,https://doi.org/10.22144/ctu.jen.2022.009,10.22144/ctu.jen.2022.009
09-LA-NGUYEN THI BAO ANH(73-79)026,https://doi.org/10.22144/ctu.jen.2020.026,10.22144/ctu.jen.2020.026
09-NS-BUI THI BUU HUE(83-92)021,https://doi.org/10.22144/ctu.jen.2022.021,10.22144/ctu.jen.2022.021
09-NS-LE THI BACH(66-70)042,https://doi.org/10.22144/ctu.jen.2021.042,10.22144/ctu.jen.2021.042
09-NS-NGUYEN THI HONG(60-67)017,https://doi.org/10.22144/ctu.jen.2020.017,10.22144/ctu.jen.2020.017
09-VO DINH LE TAM(69-76)032,https://doi.org/10.22144/ctu.jen.2021.032,10.22144/ctu.jen.2021.032
10-1160-NGO HO ANH KHOA(80-90)325,https://doi.org/10.22144/ctujoisd.2024.325,10.22144/ctujoisd.2024.325
10-481-NS-LE THI BACH(79-83)010,https://doi.org/10.22144/ctu.jen.2023.010,10.22144/ctu.jen.2023.010
10-554-C-LE XUAN MAI(79-91)023,https://doi.org/10.22144/ctu.jen.2023.023,10.22144/ctu.jen.2023.023
10-642-PHAN NGUYEN TRANG(103-109)055,https://doi.org/10.22144/ctujoisd.2023.055,10.22144/ctujoisd.2023.055
10-658-PHAM BICH NHU(97-105)268,https://doi.org/10.22144/ctujoisd.2024.268,10.22144/ctujoisd.2024.268
10-703-NGUYEN MINH KHIEM(83-92)038,https://doi.org/10.22144/ctujoisd.2023.038,10.22144/ctujoisd.2023.038
10-810-QUOC PHONG HO(64-73)283,https://doi.org/10.22144/ctujoisd.2024.283,10.22144/ctujoisd.2024.283
10-822-HO BICH NHU(96-104)295,https://doi.org/10.22144/ctujoisd.2024.295,10.22144/ctujoisd.2024.295
10-925-NGUYEN MINH NHUT(92-101)310,https://doi.org/10.22144/ctujoisd.2024.310,10.22144/ctujoisd.2024.310
10-AE-NGUYEN DINH TRUNG(87-94)010,https://doi.org/10.22144/ctu.jen.2017.010,10.22144/ctu.jen.2017.010
10-BE-HUYNH TRUONG GIANG(71-80)45,https://doi.org/10.22144/ctu.jen.2016.045,10.22144/ctu.jen.2016.045
10-BE-NGUYEN THI MY TUYEN(61-68),,
10-E14-NGUYEN THI KIM DONG(72-78)097,https://doi.org/10.22144/ctu.jsi.2018.097,10.22144/ctu.jsi.2018.097
10-ED-NGUYEN NGOC QUYEN(75-83)010,https://doi.org/10.22144/ctu.jen.2018.010,10.22144/ctu.jen.2018.010
10-ET-DANG HUYNH GIAO(78-84)010,https://doi.org/10.22144/ctu.jen.2021.010,10.22144/ctu.jen.2021.010
10-ET-HUYNH TRONG PHUOC(69-73)029,https://doi.org/10.22144/ctu.jen.2017.029,10.22144/ctu.jen.2017.029
10-ET-NGUYEN THI HONG(81-87)041,https://doi.org/10.22144/ctu.jen.2018.041,10.22144/ctu.jen.2018.041
10-ET-TRAN THI BICH QUYEN(61-70),https://doi.org/10.22144/ctu.jen.2016.025,10.22144/ctu.jen.2016.025
10-ET-VO TRAN THI BICH CHAU(69-80)026,https://doi.org/10.22144/ctu.jen.2019.026,10.22144/ctu.jen.2019.026
10-FI-DUONG THUY YEN(70-77)010,https://doi.org/10.22144/ctu.jen.2019.010,10.22144/ctu.jen.2019.010
10-FI-HUYNH TRUONG GIANG(69-76),,
10-FI-NGUYEN THI NGOC ANH(65-71)026,https://doi.org/10.22144/ctu.jen.2018.026,10.22144/ctu.jen.2018.026
10-IT-TRAN TUAN MINH(91-98)010,https://doi.org/10.22144/ctu.jen.2022.010,10.22144/ctu.jen.2022.010
10-NS-NGO QUOC LUAN(71-78)043,https://doi.org/10.22144/ctu.jen.2021.043,10.22144/ctu.jen.2021.043
10-NS-NGUYEN DIEN TRUNG(93-98)014,https://doi.org/10.22144/ctu.jen.2022.014,10.22144/ctu.jen.2022.014
10-NS-RAHEN MAHMUDA(80-84)027,https://doi.org/10.22144/ctu.jen.2020.027,10.22144/ctu.jen.2020.027
10-NS-TRAN THI THANH BINH(75-82)041,https://doi.org/10.22144/ctu.jen.2019.041,10.22144/ctu.jen.2019.041
10-VO VAN SONG TOAN(77-84)033,https://doi.org/10.22144/ctu.jen.2021.033,10.22144/ctu.jen.2021.033
101-Huynh Xuan Phong(1-6),,
102-Le Thi Ngoc Ly(7-10),,
103_TRAN LAN PHUONG(11-17),,
11-1165-NGUYEN MINH KHIEM(91-97)326,https://doi.org/10.22144/ctujoisd.2024.326,10.22144/ctujoisd.2024.326
11-483-NS-NGO THANH PHONG(84-90)011,https://doi.org/10.22144/ctu.jen.2023.011,10.22144/ctu.jen.2023.011
11-587-C-NOLASCO DYANIKA(92-102)024,https://doi.org/10.22144/ctu.jen.2023.024,10.22144/ctu.jen.2023.024
11-649-NGUYEN THI MY LINH(110-124)056,https://doi.org/10.22144/ctujoisd.2023.056,10.22144/ctujoisd.2023.056
11-659-THANH NGOC NGUYEN(106-113)270,https://doi.org/10.22144/ctujoisd.2024.270,10.22144/ctujoisd.2024.270
11-707-KOUSHIK ROY(93-101)039,https://doi.org/10.22144/ctujoisd.2023.039,10.22144/ctujoisd.2023.039
11-825-Liriolyn B. Pacursa(105-115)296,https://doi.org/10.22144/ctujoisd.2024.296,10.22144/ctujoisd.2024.296
11-847-LE HOANG(74-82)284,https://doi.org/10.22144/ctujoisd.2024.284,10.22144/ctujoisd.2024.284
11-948-NGUYEN VO AI MI(102-111)311,https://doi.org/10.22144/ctujoisd.2024.311,10.22144/ctujoisd.2024.311
11-AE-NGUYEN TRUNG THANH(95-100)011,https://doi.org/10.22144/ctu.jen.2017.011,10.22144/ctu.jen.2017.011
11-BE-LAM THI VIET HA(81-86)46,https://doi.org/10.22144/ctu.jen.2016.046,10.22144/ctu.jen.2016.046
11-BE-NGUYEN VAN THU(69-80),,
11-E16-PHAN THI BICH TRAM(79-87)098,https://doi.org/10.22144/ctu.jsi.2018.098,10.22144/ctu.jsi.2018.098
11-ED-PHAM THI THANH THUY(84-89)011,https://doi.org/10.22144/ctu.jen.2018.011,10.22144/ctu.jen.2018.011
11-ET-LUU TRONG HIEU(74-82)030,https://doi.org/10.22144/ctu.jen.2017.030,10.22144/ctu.jen.2017.030
11-ET-NGUYEN THI NGOC TRAN(88-95)042,https://doi.org/10.22144/ctu.jen.2018.042,10.22144/ctu.jen.2018.042
11-FI-DUONG THUY YEN(81-88)027,https://doi.org/10.22144/ctu.jen.2019.027,10.22144/ctu.jen.2019.027
11-FI-NGO THI THU THAO(78-86)011,https://doi.org/10.22144/ctu.jen.2019.011,10.22144/ctu.jen.2019.011
11-FI-NGUYEN PHUONG NGOC DOAN(77-83),,
11-FI-VU NGOC UT(71-78),https://doi.org/10.22144/ctu.jen.2016.026,10.22144/ctu.jen.2016.026
11-NS-HUYNH DUC QUOC(72-76)027,https://doi.org/10.22144/ctu.jen.2018.027,10.22144/ctu.jen.2018.027
11-NS-NGUYEN TRUNG HAU(99-108)013,https://doi.org/10.22144/ctu.jen.2022.013,10.22144/ctu.jen.2022.013
11-NS-SUKUMAR BEPARY(85-89)028,https://doi.org/10.22144/ctu.jen.2020.028,10.22144/ctu.jen.2020.028
11-SE-HUYNH THI DAN XUAN(79-88)044,https://doi.org/10.22144/ctu.jen.2021.044,10.22144/ctu.jen.2021.044
12-1171-HAI THANH NGUYEN(98-106)327,https://doi.org/10.22144/ctujoisd.2024.327,10.22144/ctujoisd.2024.327
12-496-NS-NGO QUOC LUAN(91-97)012,https://doi.org/10.22144/ctu.jen.2023.012,10.22144/ctu.jen.2023.012
12-548-D-NGUYEN DANH NAM(103-115)025,https://doi.org/10.22144/ctu.jen.2023.025,10.22144/ctu.jen.2023.025
12-661-PHUONG QUY CHAU(114-121)271,https://doi.org/10.22144/ctujoisd.2024.271,10.22144/ctujoisd.2024.271
12-669-NGUYEN PHU QUY(125-129)057,https://doi.org/10.22144/ctujoisd.2023.057,10.22144/ctujoisd.2023.057
12-715-NGUYEN TRAN DIEM HANH(102-109)040,https://doi.org/10.22144/ctujoisd.2023.040,10.22144/ctujoisd.2023.040
12-797-LUONG VINH QUOC DANH(83-93)285,https://doi.org/10.22144/ctujoisd.2024.285,10.22144/ctujoisd.2024.285
12-827-Osahon Idemudia(116-130)297,https://doi.org/10.22144/ctujoisd.2024.297,10.22144/ctujoisd.2024.297
12-867-Ilaboya Idowu Rudolph(112-123)312,https://doi.org/10.22144/ctujoisd.2024.312,10.22144/ctujoisd.2024.312
12-AE-NGUYEN VAN DAT(101-108)012,https://doi.org/10.22144/ctu.jen.2017.012,10.22144/ctu.jen.2017.012
12-BE-NGUYEN MINH THUY(87-94)47,https://doi.org/10.22144/ctu.jen.2016.047,10.22144/ctu.jen.2016.047
12-BE-PHAM THANH VU(81-88),,
12-ED-TRAN THI THANH QUYEN(90-97)012,https://doi.org/10.22144/ctu.jen.2018.012,10.22144/ctu.jen.2018.012
12-ET-TRAN THI BICH QUYEN(96-104)043,https://doi.org/10.22144/ctu.jen.2018.043,10.22144/ctu.jen.2018.043
12-FI-LE QUOC VIET(83-92)031,https://doi.org/10.22144/ctu.jen.2017.031,10.22144/ctu.jen.2017.031
12-FI-NGO THI THU THAO(89-96)028,https://doi.org/10.22144/ctu.jen.2019.028,10.22144/ctu.jen.2019.028
12-FI-TRAN THI TUYET HOA(84-89),,
12-FT-TRAN THI MINH THU(87-94)012,https://doi.org/10.22144/ctu.jen.2019.012,10.22144/ctu.jen.2019.012
12-LA-NGUYEN LAN HUONG(79-84),https://doi.org/10.22144/ctu.jen.2016.027,10.22144/ctu.jen.2016.027
12-NS-HUYNH NHU(77-80)028,https://doi.org/10.22144/ctu.jen.2018.028,10.22144/ctu.jen.2018.028
12-SE-NGUYEN THUY TRANG(89-99)045,https://doi.org/10.22144/ctu.jen.2021.045,10.22144/ctu.jen.2021.045
13-509-SH-NGUYEN THI PHI(98-105)013,https://doi.org/10.22144/ctu.jen.2023.013,10.22144/ctu.jen.2023.013
13-583-D-CHAU ANH VU(116-125)026,https://doi.org/10.22144/ctu.jen.2023.026,10.22144/ctu.jen.2023.026
13-673-LUONG QUYNH VU THANH(122-131)261,https://doi.org/10.22144/ctujoisd.2024.261,10.22144/ctujoisd.2024.261
13-689-QUOC BAO TRUONG(110-118)041,https://doi.org/10.22144/ctujoisd.2023.041,10.22144/ctujoisd.2023.041
13-829-Romiro G. Bautista(131-138)298,https://doi.org/10.22144/ctujoisd.2024.298,10.22144/ctujoisd.2024.298
13-877-Mokwenye-Ikebu Ifesinachi(124-139)313,https://doi.org/10.22144/ctujoisd.2024.313,10.22144/ctujoisd.2024.313
13-AE-PHAN HONG PHUONG(109-113)013,https://doi.org/10.22144/ctu.jen.2017.013,10.22144/ctu.jen.2017.013
13-BE-NGUYEN THI THU HUYEN(95-99)48,https://doi.org/10.22144/ctu.jen.2016.048,10.22144/ctu.jen.2016.048
13-BE-PHAN THI THANH QUE(89-95),,
13-ED-VO PHUONG QUYEN(98-105)013,https://doi.org/10.22144/ctu.jen.2018.013,10.22144/ctu.jen.2018.013
13-FI-LY VAN KHANH(105-113)044,https://doi.org/10.22144/ctu.jen.2018.044,10.22144/ctu.jen.2018.044
13-FT-DUONG THI PHUONG LIEN(93-101)032,https://doi.org/10.22144/ctu.jen.2017.032,10.22144/ctu.jen.2017.032
13-FT-NGUYEN DUY TAN(97-105)029,https://doi.org/10.22144/ctu.jen.2019.029,10.22144/ctu.jen.2019.029
13-NS-DUONG QUOC CHANH TIN(85-93),https://doi.org/10.22144/ctu.jen.2016.028,10.22144/ctu.jen.2016.028
13-NS-LA PHAN PHUONG HA(81-87)029,https://doi.org/10.22144/ctu.jen.2018.029,10.22144/ctu.jen.2018.029
13-NS-LAM HOANG CHUONG(95-99)013,https://doi.org/10.22144/ctu.jen.2019.013,10.22144/ctu.jen.2019.013
13-NS-TRAN VAN LY(90-99),,
14-605-D-NGUYEN THUY AN(126-138)027,https://doi.org/10.22144/ctu.jen.2023.027,10.22144/ctu.jen.2023.027
14-699-DAN LE QUOC(132-138)265,https://doi.org/10.22144/ctujoisd.2024.265,10.22144/ctujoisd.2024.265
14-705-NGUYEN DINH THONG(119-125)042,https://doi.org/10.22144/ctujoisd.2023.042,10.22144/ctujoisd.2023.042
14-844-HUYNH KY(139-151)299,https://doi.org/10.22144/ctujoisd.2024.299,10.22144/ctujoisd.2024.299
14-923-Ma. Lorna Degamo Miro(140-149)314,https://doi.org/10.22144/ctujoisd.2024.314,10.22144/ctujoisd.2024.314
14-AE-TRAN THI THAM(114-121)014,https://doi.org/10.22144/ctu.jen.2017.014,10.22144/ctu.jen.2017.014
14-BE-NGUYEN TRI YEN CHI(100-104)49,https://doi.org/10.22144/ctu.jen.2016.049,10.22144/ctu.jen.2016.049
14-CE-TRINH CHI THAM(96-109),,
14-EN-PHAM THANH LUU(106-111)014,https://doi.org/10.22144/ctu.jen.2018.014,10.22144/ctu.jen.2018.014
14-FI-TRAN HOA LY(114-123)045,https://doi.org/10.22144/ctu.jen.2018.045,10.22144/ctu.jen.2018.045
14-FT-NGUYEN DUY TAN(102-110)033,https://doi.org/10.22144/ctu.jen.2017.033,10.22144/ctu.jen.2017.033
14-NS-LAM QUOC ANH(94-101),https://doi.org/10.22144/ctu.jen.2016.029,10.22144/ctu.jen.2016.029
14-NS-LE TRUONG GIANG(100-103)014,https://doi.org/10.22144/ctu.jen.2019.014,10.22144/ctu.jen.2019.014
14-NS-TRAN THANH MEN(106-110)030,https://doi.org/10.22144/ctu.jen.2019.030,10.22144/ctu.jen.2019.030
14-NS-TRAN VU PHUONG(88-90)030,https://doi.org/10.22144/ctu.jen.2018.030,10.22144/ctu.jen.2018.030
14-SE-VO THI THANH LOC(100-111),,
15-620-D-EBUKA NWANKWO(139-147)028,https://doi.org/10.22144/ctu.jen.2023.028,10.22144/ctu.jen.2023.028
15-710-HO DAC HUNG(126-133)043,https://doi.org/10.22144/ctujoisd.2023.043,10.22144/ctujoisd.2023.043
15-753-PHAM NGOC NHU(139-149)273,https://doi.org/10.22144/ctujoisd.2024.273,10.22144/ctujoisd.2024.273
15-858-NGUYEN THI NGOC PHUONG(152-157)300,https://doi.org/10.22144/ctujoisd.2024.300,10.22144/ctujoisd.2024.300
15-987-Henreyna Jane C. Redublado(150-162)315,https://doi.org/10.22144/ctujoisd.2024.315,10.22144/ctujoisd.2024.315
15-BE-NGUYEN DUY TAN(122-131)015,https://doi.org/10.22144/ctu.jen.2017.015,10.22144/ctu.jen.2017.015
15-BE-TRAN MINH PHU(105-113)50,https://doi.org/10.22144/ctu.jen.2016.050,10.22144/ctu.jen.2016.050
15-DE-HUYNH TRUONG HUY(110-115),,
15-FT-NGUYEN MINH THUY(111-120)034,https://doi.org/10.22144/ctu.jen.2017.034,10.22144/ctu.jen.2017.034
15-FT-TONG THI ANH NGOC(124-130)046,https://doi.org/10.22144/ctu.jen.2018.046,10.22144/ctu.jen.2018.046
15-NS-NGUYEN VAN DAT(102-107),https://doi.org/10.22144/ctu.jen.2016.030,10.22144/ctu.jen.2016.030
15-NS-PHAN VAN LONG EM(112-121)015,https://doi.org/10.22144/ctu.jen.2018.015,10.22144/ctu.jen.2018.015
15-PS-NGUYEN KHANH LINH(104-111)015,https://doi.org/10.22144/ctu.jen.2019.015,10.22144/ctu.jen.2019.015
15-SE-VUONG QUOC DUY(112-121),,
15-SH-NGUYEN THI MY HANH(91-97)031,https://doi.org/10.22144/ctu.jen.2018.031,10.22144/ctu.jen.2018.031
15-SH-TRINH CHI THAM(111-122)031,https://doi.org/10.22144/ctu.jen.2019.031,10.22144/ctu.jen.2019.031
16-711-TRUONG MINH THAI(134-141)044,https://doi.org/10.22144/ctujoisd.2023.044,10.22144/ctujoisd.2023.044
16-814-CHARESS-GOLES(150-159)262,https://doi.org/10.22144/ctujoisd.2024.262,10.22144/ctujoisd.2024.262
16-BE-NGUYEN MINH THUY(132-140)016,https://doi.org/10.22144/ctu.jen.2017.016,10.22144/ctu.jen.2017.016
16-CE-AU XUAN SAM(114-127)51,https://doi.org/10.22144/ctu.jen.2016.051,10.22144/ctu.jen.2016.051
16-ED-NGUYEN THI HONG NAM(116-124),,
16-FT-NGUYEN THI THU THUY(121-126)035,https://doi.org/10.22144/ctu.jen.2017.035,10.22144/ctu.jen.2017.035
16-LA-NGUYEN THI BAO ANH(131-137)047,https://doi.org/10.22144/ctu.jen.2018.047,10.22144/ctu.jen.2018.047
16-NS-PHAM VU NHAT(108-115),https://doi.org/10.22144/ctu.jen.2016.031,10.22144/ctu.jen.2016.031
16-SH-NGUYEN HUU LOI(112-116)016,https://doi.org/10.22144/ctu.jen.2019.016,10.22144/ctu.jen.2019.016
16-SH-PHUONG HOANG YEN(122-130)016,https://doi.org/10.22144/ctu.jen.2018.016,10.22144/ctu.jen.2018.016
17-716-NGUYEN PHUOC THANH(142-152)045,https://doi.org/10.22144/ctujoisd.2023.045,10.22144/ctujoisd.2023.045
17-BE-TRAN THI XUAN MAI(141-149)017,https://doi.org/10.22144/ctu.jen.2017.017,10.22144/ctu.jen.2017.017
17-CE-LE THI PHUONG LINH(128-139)52,https://doi.org/10.22144/ctu.jen.2016.052,10.22144/ctu.jen.2016.052
17-FT-PHAN THI THANH QUE(127-139)036,https://doi.org/10.22144/ctu.jen.2017.036,10.22144/ctu.jen.2017.036
17-NS-BUI THI BUU HUE(138-142)048,https://doi.org/10.22144/ctu.jen.2018.048,10.22144/ctu.jen.2018.048
17-NS-TON NU LIEN HUONG(116-119),https://doi.org/10.22144/ctu.jen.2016.032,10.22144/ctu.jen.2016.032
18-BE-TRAN VAN DUNG(150-157)018,https://doi.org/10.22144/ctu.jen.2017.018,10.22144/ctu.jen.2017.018
18-CE-NGUYEN MINH QUANG(140-148)53,https://doi.org/10.22144/ctu.jen.2016.053,10.22144/ctu.jen.2016.053
18-NS-CA NGUYEN ANH KHOA(140-147)037,https://doi.org/10.22144/ctu.jen.2017.037,10.22144/ctu.jen.2017.037
18-NS-DANG MINH TAN(143-148)049,https://doi.org/10.22144/ctu.jen.2018.049,10.22144/ctu.jen.2018.049
18-SE-HUYNH QUANG TIN(120-125),https://doi.org/10.22144/ctu.jen.2016.033,10.22144/ctu.jen.2016.033
19-BE-TRUONG THANH TRUNG(158-165)019,https://doi.org/10.22144/ctu.jen.2017.019,10.22144/ctu.jen.2017.019
19-NS-LE TRUONG GIANG(149-153)050,https://doi.org/10.22144/ctu.jen.2018.050,10.22144/ctu.jen.2018.050
19-NS-TON NU LIEN HUONG(148-152)038,https://doi.org/10.22144/ctu.jen.2017.038,10.22144/ctu.jen.2017.038
19-SH-NGUYEN MINH QUANG(126-132),https://doi.org/10.22144/ctu.jen.2016.034,10.22144/ctu.jen.2016.034
20-NS-NGUYEN VAN MEN(154-159)051,https://doi.org/10.22144/ctu.jen.2018.051,10.22144/ctu.jen.2018.051
20-SE-HO THI NGOC DIEP(153-162)039,https://doi.org/10.22144/ctu.jen.2017.039,10.22144/ctu.jen.2017.039
20-SH-NGUYEN THI HUYNH PHUONG(133-142),https://doi.org/10.22144/ctu.jen.2016.035,10.22144/ctu.jen.2016.035
201-Nguyen Thanh Hai(18-28),,
204-Nguyen Chi Thuan(29-35),,
205-Nguyen Huu Hieu(36-45),,
206-Nguyen Minh Phu(46-51),,
208-Hoang Thi Thu Binh(52-56),,
209-NTTKhanh(57-63),,
21-NS-PHAM VU NHAT(160-167)052,https://doi.org/10.22144/ctu.jen.2018.052,10.22144/ctu.jen.2018.052
21-SE-THAI THANH PHONG(163-171)040,https://doi.org/10.22144/ctu.jen.2017.040,10.22144/ctu.jen.2017.040
210-F.E.Soetaredjo(64-69),,
301-Le Anh Tuan(70-79),,
302-Hong Tin(80-91),,
303-NGUYEN VO CHAU NGAN(92-105),,
304-Le Anh Tuan 1(106-112),,
342-FI-NGUYEN THI NGOC TRAN(1-7)036,https://doi.org/10.22144/ctu.jen.2022.036,10.22144/ctu.jen.2022.036
425-EN-LE VAN TIEN(8-16)037,https://doi.org/10.22144/ctu.jen.2022.037,10.22144/ctu.jen.2022.037
432-FI-UONG THUY YEN(17-24)038,https://doi.org/10.22144/ctu.jen.2022.038,10.22144/ctu.jen.2022.038
440-NS-NGUYEN DUY KHANH(25-31)039,https://doi.org/10.22144/ctu.jen.2022.039,10.22144/ctu.jen.2022.039
448-ED-TRAN THI KHANH LAM(32-39)040,https://doi.org/10.22144/ctu.jen.2022.040,10.22144/ctu.jen.2022.040
452-AG-HUYNH KY(40-44)041,https://doi.org/10.22144/ctu.jen.2022.041,10.22144/ctu.jen.2022.041
461-IT-TRUC TRINH(45-52)042,https://doi.org/10.22144/ctu.jen.2022.042,10.22144/ctu.jen.2022.042
468-AV-NGUYEN VU QUANG(53-64)047,https://doi.org/10.22144/ctu.jen.2022.047,10.22144/ctu.jen.2022.047
472-NS-NGUYEN VAN NGOC(65-71)043,https://doi.org/10.22144/ctu.jen.2022.043,10.22144/ctu.jen.2022.043
490-NS-NGUYEN VAN NGOC(72-77)044,https://doi.org/10.22144/ctu.jen.2022.044,10.22144/ctu.jen.2022.044
512-FI-PHAM NGOC NHU(78-91)045,https://doi.org/10.22144/ctu.jen.2022.045,10.22144/ctu.jen.2022.045
517-DANG MINH QUAN(1-6)022,https://doi.org/10.22144/ctu.jen.2022.022,10.22144/ctu.jen.2022.022
519-LUU TANG PHUC KHANG(7-16)023,https://doi.org/10.22144/ctu.jen.2022.023,10.22144/ctu.jen.2022.023
520-NGUYEN VAN NGOC(17-24)024,https://doi.org/10.22144/ctu.jen.2022.024,10.22144/ctu.jen.2022.024
522-DENSON M LIDAY(25-33)025,https://doi.org/10.22144/ctu.jen.2022.025,10.22144/ctu.jen.2022.025
523-LE NGUYEN LAN THANH(34-39)026,https://doi.org/10.22144/ctu.jen.2022.026,10.22144/ctu.jen.2022.026
524-LE UYEN THANH(40-50)027,https://doi.org/10.22144/ctu.jen.2022.027,10.22144/ctu.jen.2022.027
525-DANG MINH QUAN(51-60)028,https://doi.org/10.22144/ctu.jen.2022.028,10.22144/ctu.jen.2022.028
526-TRAN NGOC BAO TRAM(61-67)029,https://doi.org/10.22144/ctu.jen.2022.029,10.22144/ctu.jen.2022.029
527-LE UYEN THANH(68-73)030,https://doi.org/10.22144/ctu.jen.2022.030,10.22144/ctu.jen.2022.030
528-LE UYEN THANH(74-80)031,https://doi.org/10.22144/ctu.jen.2022.031,10.22144/ctu.jen.2022.031
529-DOAN THI KIEU TIEN(81-85)032,https://doi.org/10.22144/ctu.jen.2022.032,10.22144/ctu.jen.2022.032
530-DINH XUAN TU(86-90)033,https://doi.org/10.22144/ctu.jen.2022.033,10.22144/ctu.jen.2022.033
531-NGUYEN MINH LY(91-98)034,https://doi.org/10.22144/ctu.jen.2022.034,10.22144/ctu.jen.2022.034
545-NGUYEN HONG XUAN(99-106)035,https://doi.org/10.22144/ctu.jen.2022.035,10.22144/ctu.jen.2022.035
AE-CAO NGOC DAN THANH(1-5)041,https://doi.org/10.22144/ctu.jen.2017.041,10.22144/ctu.jen.2017.041
